Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
PRIEST,Louer ou approuver,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
ARMY,Combattre (non spécifié),TOGO,Benin,20250331,Neutre,Conflit matériel,Evènement très déstabilisant
ARMY,Combattre (non spécifié),TOGO,Benin,20250331,Neutre,Conflit matériel,Evènement très déstabilisant
SUDAN,Céder (non spécifié),ARMY,Benin,20250331,Neutre,Coopération matérielle,Evènement stabilisant
OPERATIVE,Porter des accusations,Inconnu,Benin,20250331,Neutre,Conflit verbal,Evènement déstabilisant
OPERATIVE,Porter des accusations,BENIN,Benin,20250331,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Porter des accusations,Inconnu,Benin,20250331,Neutre,Conflit verbal,Evènement déstabilisant
NIGERIA,Faire un commentaire optimiste,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
POLICE,Fournir une aide humanitaire,ABDUCTOR,Benin,20250331,Neutre,Coopération matérielle,Evènement très stabilisant
POLICE,Fournir une aide humanitaire,ABDUCTOR,Benin,20250331,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,S'engager dans un acte symbolique,NIGERIA,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
POLICE,Torturer,ABDUCTOR,Benin,20250331,Neutre,Conflit matériel,Evènement très déstabilisant
PRIEST,S'engager dans un acte symbolique,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
PRIEST,Louer ou approuver,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
CHANCELLOR,S'engager dans un acte symbolique,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
ABDUCTOR,Torturer,Inconnu,Benin,20250331,Neutre,Conflit matériel,Evènement très déstabilisant
NIGERIA,S'engager dans un acte symbolique,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
CHANCELLOR,S'engager dans un acte symbolique,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
PRIEST,S'engager dans un acte symbolique,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
DEPUTY,S'engager dans un acte symbolique,NATIONAL ASSEMBLY,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
POLICE,Torturer,ABDUCTOR,Benin,20250331,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,S'engager dans un acte symbolique,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
BENIN,Exprimer l'intention de se rencontrer ou de négocier,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
INDUSTRY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
INDUSTRY,Céder (non spécifié),Inconnu,Benin,20250331,Neutre,Coopération matérielle,Evènement stabilisant
UKRAINE,Réprimander ou blâmer,Inconnu,Benin,20250331,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,S'engager dans une négociation formelle,AFRICA,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
AFRICA,S'engager dans une négociation formelle,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
BURKINA FASO,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
BURKINA FASO,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
AFRICA,S'engager dans une négociation formelle,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement impartial
BURKINA FASO,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
WORKER,Consulter (non spécifié),Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
WORKER,Consulter (non spécifié),BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),WORKER,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans une négociation formelle,WORKER,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,S'engager dans une négociation formelle,WORKER,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Consulter (non spécifié),WORKER,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
WORKER,S'engager dans une négociation formelle,Inconnu,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
WORKER,S'engager dans une négociation formelle,BENIN,Benin,20250331,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Louer ou approuver,BENIN CITY,Benin,20250331,Neutre,Coopération verbale,Evènement stabilisant
KING,Coopération diplomatique (non spécifiée),BENIN,"Godomey, Atlantique, Benin",20250331,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),COMMUNITY,"Godomey, Atlantique, Benin",20250331,Neutre,Coopération verbale,Evènement stabilisant
COMMUNITY,Consulter (non spécifié),BENIN,"Godomey, Atlantique, Benin",20250331,Neutre,Coopération verbale,Evènement stabilisant
SOVEREIGN,Faire une déclaration publique (non spécifié ailleurs),BENIN,"Godomey, Atlantique, Benin",20250331,Neutre,Coopération verbale,Evènement impartial
RUSSIA,Céder (non spécifié),MUSLIM,Benin,20250401,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Imposer des restrictions physiques,Inconnu,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Imposer des restrictions physiques,ECOWAS,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Engagement matériel (non spécifié),ARMY,Benin,20250401,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Coopération militaire,ARMY,Benin,20250401,Neutre,Coopération matérielle,Evènement très stabilisant
NIGERIA,Effectuer une visite officielle,BENIN,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Effectuer une visite officielle,BENIN,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
HOSPITAL,Recevoir une visite officielle,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,HOSPITAL,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
GOVERNMENT,Effectuer une visite officielle,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,GOVERNMENT,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Code inconnu (353),AFRICA,Benin,20250401,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Consulter (non spécifié),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
DELEGATE,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement impartial
ATTORNEY,Faire un commentaire pessimiste,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement déstabilisant
BENIN,Enquêter (non spécifié),GOVERNMENT,Benin,20250401,Neutre,Coopération matérielle,Evènement déstabilisant
BENIN,Céder (non spécifié),GOVERNMENT,Benin,20250401,Neutre,Coopération matérielle,Evènement stabilisant
NEW ORLEANS,Coopération diplomatique (non spécifiée),UNIVERSITY,"Ouidah, Atlantique, Benin",20250401,Neutre,Coopération verbale,Evènement stabilisant
NIGER,Code inconnu (874),NIGER,Benin,20250401,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250401,Neutre,Coopération verbale,Evènement impartial
NIGERIA,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement impartial
MALI,Fournir de l'aide (non spécifiée),Inconnu,Benin,20250401,Neutre,Coopération matérielle,Evènement très stabilisant
MALI,Fournir de l'aide (non spécifiée),Inconnu,Benin,20250401,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Louer ou approuver,GOVERNOR,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
PRESIDENT,Louer ou approuver,BENIN CITY,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN CITY,Kidnapping ou prise d'otage,GOVERNOR,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
ABUJA,Louer ou approuver,GOVERNOR,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
BENIN CITY,Kidnapping ou prise d'otage,GOVERNOR,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
TERRORIST,Combattre (non spécifié),BENIN,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
ISLAMIC,Combattre (non spécifié),NIGER,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
ISLAMIC,Combattre (non spécifié),NIGER,Benin,20250401,Neutre,Conflit matériel,Evènement très déstabilisant
GOVERNOR,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement impartial
BENIN CITY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire un commentaire optimiste,Inconnu,Benin,20250401,Neutre,Coopération verbale,Evènement stabilisant
EUROPE,Mobiliser des troupes de réserve,AFRICA,Benin,20250402,Neutre,Conflit matériel,Evènement très déstabilisant
AFRICA,Mobiliser des troupes de réserve,EUROPE,Benin,20250402,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),BUSINESS,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
DAKAR,Manifester ou protester (civil),Inconnu,Benin,20250402,Neutre,Conflit verbal,Evènement très déstabilisant
BENIN,Engagement matériel (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération matérielle,Evènement très stabilisant
POLICE,Enquêter (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération matérielle,Evènement déstabilisant
BENIN,Désapprouver (non spécifié),NATIONAL ELECTORAL COMMISSION,Benin,20250402,Neutre,Conflit verbal,Evènement déstabilisant
GOVERNMENT,Code inconnu (831),Inconnu,Benin,20250402,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Louer ou approuver,CONGRESS,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
NATIONAL ELECTORAL COMMISSION,Désapprouver (non spécifié),CONGRESS,Benin,20250402,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Faire un commentaire optimiste,Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Faire un commentaire optimiste,Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
NATIONAL ELECTORAL COMMISSION,Louer ou approuver,CONGRESS,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Appel aux autres à régler un différend,RESIDENTS,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Céder (non spécifié),GOVERNMENT,Benin,20250402,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Enquêter (non spécifié),GOVERNMENT,Benin,20250402,Neutre,Coopération matérielle,Evènement déstabilisant
AFRICA,Consulter (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Consulter (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
PROSECUTOR,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Consulter (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Fournir une aide économique,Inconnu,"Zinvie, Benin (general), Benin",20250402,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),BENIN,"Zinvie, Benin (general), Benin",20250402,Neutre,Coopération verbale,Evènement stabilisant
PRODUCER,Fournir une aide économique,Inconnu,"Zinvie, Benin (general), Benin",20250402,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Louer ou approuver,BENIN,"Zinvie, Benin (general), Benin",20250402,Neutre,Coopération verbale,Evènement stabilisant
PRODUCER,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,"Zinvie, Benin (general), Benin",20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exiger (non spécifié),PRODUCER,"Zinvie, Benin (general), Benin",20250402,Neutre,Conflit verbal,Evènement très déstabilisant
FARMER,Escarmouches frontalières,BUSINESS,"Zinvie, Benin (general), Benin",20250402,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Consulter (non spécifié),COTONOU,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
TOGO,Consulter (non spécifié),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
RWANDA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de coopérer (non spécifié),UNIVERSITY,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
CHANCELLOR,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
CHANCELLOR,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Louer ou approuver,UNIVERSITY,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
RWANDA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Fournir de l'aide (non spécifiée),Inconnu,Benin,20250402,Neutre,Coopération matérielle,Evènement très stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
RWANDA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Engagement matériel (non spécifié),SCHOOL,Benin,20250402,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Louer ou approuver,UNIVERSITY,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Appel à la coopération diplomatique,SCHOOL,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MINIST,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement impartial
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
RWANDA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
UNITED STATES,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
RWANDA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MONGOLIA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MOLDOVA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MONGOLIA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MOLDOVA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
LIBYA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
LIBYA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MONGOLIA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,RWANDA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MOLDOVA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MOLDOVA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MONGOLIA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Céder (non spécifié),GOVERNMENT,Benin,20250402,Neutre,Coopération matérielle,Evènement stabilisant
BENIN,Enquêter (non spécifié),GOVERNMENT,Benin,20250402,Neutre,Coopération matérielle,Evènement déstabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
AUTHORITIES,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
AUTHORITIES,Critiquer ou condamner,Inconnu,Benin,20250402,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Coopération diplomatique (non spécifiée),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Coopération diplomatique (non spécifiée),DEMOCRATIC PARTY,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
GOVERNOR,Louer ou approuver,TRIBUNAL,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
GOVERNANCE,Louer ou approuver,Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire un appel ou une demande (non spécifié ailleurs),DEMOCRATIC PARTY,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
LIBYA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
LIBYA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MONGOLIA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MOLDOVA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MOLDOVA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
RWANDA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MOLDOVA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MONGOLIA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
MOLDOVA,Consulter (non spécifié),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
IMMIGRANT,S'engager dans une négociation formelle,RWANDA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
IMMIGRANT,S'engager dans une négociation formelle,MONGOLIA,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
RWANDA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MONGOLIA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
MONGOLIA,S'engager dans une négociation formelle,IMMIGRANT,Benin,20250402,Neutre,Coopération verbale,Evènement très stabilisant
TRIBUNAL,Coopération diplomatique (non spécifiée),Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
GOVERNANCE,Louer ou approuver,Inconnu,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
STATE GOVERNOR,Fournir de l'aide (non spécifiée),DEMOCRATIC PARTY,Benin,20250402,Neutre,Coopération matérielle,Evènement très stabilisant
GOVERNOR,Louer ou approuver,TRIBUNAL,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
TRIBUNAL,Coopération diplomatique (non spécifiée),BENIN,Benin,20250402,Neutre,Coopération verbale,Evènement stabilisant
STATE GOVERNOR,Exiger (non spécifié),DEMOCRATIC PARTY,Benin,20250402,Neutre,Conflit verbal,Evènement très déstabilisant
AFRICA,Exiger (non spécifié),CHRISTIANITY,Benin,20250403,Neutre,Conflit verbal,Evènement très déstabilisant
AFRICA,Recevoir une visite officielle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
PORT HARCOURT,Effectuer une visite officielle,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
PORT HARCOURT,Effectuer une visite officielle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,PORT HARCOURT,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,PORT HARCOURT,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,S'engager dans une négociation formelle,TOURIST,Benin,20250403,Neutre,Coopération verbale,Evènement très stabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Faire un commentaire optimiste,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
TRIBUNAL,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Faire une déclaration publique (non spécifié ailleurs),PROTESTER,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
BENIN,Faire une déclaration publique (non spécifié ailleurs),INTERNATIONAL UNION FOR CONSERVATION OF NATURE,"Kpodji, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement impartial
PRESIDENT,Faire une déclaration publique (non spécifié ailleurs),BENIN,"Kpodji, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement impartial
COMMUNITY,Engagement matériel (non spécifié),NIGER,"Kpodji, Benin (general), Benin",20250403,Neutre,Coopération matérielle,Evènement très stabilisant
BENIN,Effectuer une visite officielle,BENIN,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,Inconnu,Benin,20250403,Neutre,Coopération matérielle,Evènement très stabilisant
LISBON,Exprimer l'intention de se rencontrer ou de négocier,LUANDA,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,NIGER,Benin,20250403,Neutre,Coopération matérielle,Evènement très stabilisant
TRIBUNAL,Assouplir les sanctions administratives,GOVERNOR,Benin,20250403,Neutre,Coopération matérielle,Evènement stabilisant
TRIBUNAL,Faire un appel ou une demande (non spécifié ailleurs),POLITICAL PARTY,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
TRIBUNAL,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement stabilisant
NIGERIA,Rejeter (non spécifié),TRIBUNAL,Benin,20250403,Neutre,Conflit verbal,Evènement déstabilisant
DEMOCRATIC PARTY,Rejeter (non spécifié),TRIBUNAL,Benin,20250403,Neutre,Conflit verbal,Evènement déstabilisant
AFRICA,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250403,Neutre,Coopération verbale,Evènement impartial
BENIN,Rejeter (non spécifié),SENEGAL,Benin,20250403,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Coopération économique,Inconnu,Benin,20250403,Neutre,Coopération matérielle,Evènement très stabilisant
COTONOU,Enquêter (non spécifié),AFRICA,Benin,20250403,Neutre,Coopération matérielle,Evènement déstabilisant
PRODUCER,Coopération diplomatique (non spécifiée),Inconnu,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement stabilisant
COTONOU,S'engager dans une négociation formelle,AFRICA,Benin,20250403,Neutre,Coopération verbale,Evènement très stabilisant
BUSINESS,Faire une déclaration publique (non spécifié ailleurs),Inconnu,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement impartial
BUSINESS,Fournir une aide économique,Inconnu,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération matérielle,Evènement très stabilisant
GOVERNMENT,Fournir une aide économique,Inconnu,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération matérielle,Evènement très stabilisant
BUSINESS,Code inconnu (311),Inconnu,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,S'engager dans une négociation formelle,GOVERNANCE,Benin,20250403,Neutre,Coopération verbale,Evènement très stabilisant
BENIN,Coopération diplomatique (non spécifiée),PRODUCER,"Zinvie, Benin (general), Benin",20250403,Neutre,Coopération verbale,Evènement stabilisant
